  0, 130720 , 438500 
  1, 151590 , 438500 
  2, 109850 , 447000 
  3, 130720 , 447000 
  4, 151590 , 447000 
  5, 109850 , 455500 
  6, 130720 , 455500 
  7, 151590 , 455500 
  8, 109850 , 464000 
  9, 130720 , 464000 
 10, 151590 , 464000 
 11, 68110 , 472500 
 12, 88980 , 472500 
 13, 109850 , 472500 
 14, 130720 , 472500 
 15, 151590 , 472500 
 16, 68110 , 481000 
 17, 88980 , 481000 
 18, 109850 , 481000 
 19, 130720 , 481000 
 20, 151590 , 481000 
 21, 68110 , 489500 
 22, 88980 , 489500 
 23, 109850 , 489500 
 24, 130720 , 489500 
 25, 151590 , 489500 
 26, 20870 , 498000 
 27, 41740 , 498000 
 28, 68110 , 498000 
 29, 88980 , 498000 
 30, 109850 , 498000 
 31, 130720 , 498000 
 32, 151590 , 498000 
 33, 20870 , 506500 
 34, 41740 , 506500 
 35, 68110 , 506500 
 36, 88980 , 506500 
 37, 109850 , 506500 
 38, 130720 , 506500 
 39, 151590 , 506500 
 40, 20870 , 515000 
 41, 41740 , 515000 
 42, 68110 , 515000 
 43, 88980 , 515000 
 44, 109850 , 515000 
 45, 130720 , 515000 
 46, 151590 , 515000 
 47, 20870 , 523500 
 48, 41740 , 523500 
 49, 68110 , 523500 
 50, 88980 , 523500 
 51, 109850 , 523500 
 52, 130720 , 523500 
 53, 151590 , 523500 
 54, 20870 , 532000 
 55, 41740 , 532000 
 56, 68110 , 532000 
 57, 88980 , 532000 
 58, 109850 , 532000 
 59, 130720 , 532000 
 60, 151590 , 532000 
 61, 20870 , 540500 
 62, 41740 , 540500 
 63, 68110 , 540500 
 64, 88980 , 540500 
 65, 109850 , 540500 
 66, 130720 , 540500 
 67, 151590 , 540500 
 68, 20870 , 549000 
 69, 41740 , 549000 
 70, 109850 , 549000 
 71, 130720 , 549000 
 72, 151590 , 549000 
 73, 20870 , 557500 
 74, 41740 , 557500 
 75, 68110 , 557500 
 76, 88980 , 557500 
 77, 109850 , 557500 
 78, 130720 , 557500 
 79, 151590 , 557500 
 80, 20870 , 566000 
 81, 41740 , 566000 
 82, 68110 , 566000 
 83, 88980 , 566000 
 84, 109850 , 566000 
 85, 130720 , 566000 
 86, 151590 , 566000 
 87, 20870 , 574500 
 88, 41740 , 574500 
 89, 68110 , 574500 
 90, 88980 , 574500 
 91, 109850 , 574500 
 92, 130720 , 574500 
 93, 151590 , 574500 
 94, 20870 , 583000 
 95, 41740 , 583000 
 96, 68110 , 583000 
 97, 88980 , 583000 
 98, 109850 , 583000 
 99, 130720 , 583000 
100, 151590 , 583000 
101, 20870 , 591500 
102, 41740 , 591500 
103, 68110 , 591500 
104, 88980 , 591500 
105, 109850 , 591500 
106, 130720 , 591500 
107, 151590 , 591500 
The location for the inverter: 68110 , 549000 
