  0, 20870 , 481000 
  1, 41740 , 481000 
  2, 62610 , 481000 
  3, 83480 , 481000 
  4, 104350 , 481000 
  5, 130720 , 481000 
  6, 151590 , 481000 
  7, 172460 , 481000 
  8, 193330 , 481000 
  9, 214200 , 481000 
 10, 20870 , 489500 
 11, 41740 , 489500 
 12, 62610 , 489500 
 13, 83480 , 489500 
 14, 104350 , 489500 
 15, 130720 , 489500 
 16, 151590 , 489500 
 17, 172460 , 489500 
 18, 193330 , 489500 
 19, 214200 , 489500 
 20, 20870 , 498000 
 21, 41740 , 498000 
 22, 62610 , 498000 
 23, 83480 , 498000 
 24, 104350 , 498000 
 25, 130720 , 498000 
 26, 151590 , 498000 
 27, 172460 , 498000 
 28, 193330 , 498000 
 29, 214200 , 498000 
 30, 20870 , 506500 
 31, 41740 , 506500 
 32, 62610 , 506500 
 33, 83480 , 506500 
 34, 104350 , 506500 
 35, 130720 , 506500 
 36, 151590 , 506500 
 37, 172460 , 506500 
 38, 193330 , 506500 
 39, 214200 , 506500 
 40, 20870 , 515000 
 41, 41740 , 515000 
 42, 62610 , 515000 
 43, 83480 , 515000 
 44, 104350 , 515000 
 45, 130720 , 515000 
 46, 151590 , 515000 
 47, 172460 , 515000 
 48, 193330 , 515000 
 49, 214200 , 515000 
 50, 235070 , 515000 
 51, 255940 , 515000 
 52, 20870 , 523500 
 53, 41740 , 523500 
 54, 62610 , 523500 
 55, 83480 , 523500 
 56, 104350 , 523500 
 57, 151590 , 523500 
 58, 172460 , 523500 
 59, 193330 , 523500 
 60, 214200 , 523500 
 61, 235070 , 523500 
 62, 255940 , 523500 
 63, 276810 , 523500 
 64, 297680 , 523500 
 65, 318550 , 523500 
 66, 20870 , 532000 
 67, 41740 , 532000 
 68, 62610 , 532000 
 69, 83480 , 532000 
 70, 104350 , 532000 
 71, 151590 , 532000 
 72, 172460 , 532000 
 73, 193330 , 532000 
 74, 214200 , 532000 
 75, 235070 , 532000 
 76, 255940 , 532000 
 77, 276810 , 532000 
 78, 297680 , 532000 
 79, 151590 , 540500 
 80, 172460 , 540500 
 81, 193330 , 540500 
 82, 214200 , 540500 
 83, 235070 , 540500 
 84, 255940 , 540500 
 85, 151590 , 549000 
 86, 172460 , 549000 
 87, 193330 , 549000 
 88, 214200 , 549000 
 89, 235070 , 549000 
 90, 255940 , 549000 
 91, 151590 , 557500 
 92, 172460 , 557500 
 93, 193330 , 557500 
 94, 214200 , 557500 
 95, 235070 , 557500 
 96, 151590 , 566000 
 97, 172460 , 566000 
 98, 193330 , 566000 
 99, 214200 , 566000 
100, 130720 , 574500 
101, 151590 , 574500 
102, 172460 , 574500 
103, 130720 , 583000 
104, 151590 , 583000 
105, 172460 , 583000 
106, 130720 , 591500 
107, 151590 , 591500 
The location for the inverter: 130720 , 523500 
