  0, 20870 , 472500 
  1, 41740 , 472500 
  2, 62610 , 472500 
  3, 83480 , 472500 
  4, 104350 , 472500 
  5, 20870 , 481000 
  6, 41740 , 481000 
  7, 62610 , 481000 
  8, 83480 , 481000 
  9, 104350 , 481000 
 10, 130720 , 481000 
 11, 20870 , 489500 
 12, 41740 , 489500 
 13, 62610 , 489500 
 14, 83480 , 489500 
 15, 104350 , 489500 
 16, 130720 , 489500 
 17, 20870 , 498000 
 18, 41740 , 498000 
 19, 62610 , 498000 
 20, 83480 , 498000 
 21, 104350 , 498000 
 22, 130720 , 498000 
 23, 20870 , 506500 
 24, 41740 , 506500 
 25, 62610 , 506500 
 26, 83480 , 506500 
 27, 104350 , 506500 
 28, 130720 , 506500 
 29, 151590 , 506500 
 30, 172460 , 506500 
 31, 20870 , 515000 
 32, 41740 , 515000 
 33, 62610 , 515000 
 34, 83480 , 515000 
 35, 104350 , 515000 
 36, 130720 , 515000 
 37, 151590 , 515000 
 38, 172460 , 515000 
 39, 20870 , 523500 
 40, 41740 , 523500 
 41, 62610 , 523500 
 42, 83480 , 523500 
 43, 104350 , 523500 
 44, 130720 , 523500 
 45, 151590 , 523500 
 46, 172460 , 523500 
 47, 20870 , 532000 
 48, 41740 , 532000 
 49, 62610 , 532000 
 50, 83480 , 532000 
 51, 104350 , 532000 
 52, 130720 , 532000 
 53, 151590 , 532000 
 54, 172460 , 532000 
 55, 20870 , 540500 
 56, 41740 , 540500 
 57, 62610 , 540500 
 58, 83480 , 540500 
 59, 104350 , 540500 
 60, 130720 , 540500 
 61, 151590 , 540500 
 62, 172460 , 540500 
 63, 20870 , 549000 
 64, 41740 , 549000 
 65, 62610 , 549000 
 66, 83480 , 549000 
 67, 130720 , 549000 
 68, 151590 , 549000 
 69, 172460 , 549000 
 70, 20870 , 557500 
 71, 41740 , 557500 
 72, 62610 , 557500 
 73, 83480 , 557500 
 74, 130720 , 557500 
 75, 151590 , 557500 
 76, 20870 , 566000 
 77, 41740 , 566000 
 78, 62610 , 566000 
 79, 83480 , 566000 
 80, 104350 , 566000 
 81, 130720 , 566000 
 82, 151590 , 566000 
 83, 172460 , 566000 
 84, 20870 , 574500 
 85, 41740 , 574500 
 86, 62610 , 574500 
 87, 83480 , 574500 
 88, 104350 , 574500 
 89, 130720 , 574500 
 90, 151590 , 574500 
 91, 172460 , 574500 
 92, 20870 , 583000 
 93, 41740 , 583000 
 94, 62610 , 583000 
 95, 83480 , 583000 
 96, 104350 , 583000 
 97, 130720 , 583000 
 98, 151590 , 583000 
 99, 172460 , 583000 
100, 20870 , 591500 
101, 41740 , 591500 
102, 62610 , 591500 
103, 83480 , 591500 
104, 104350 , 591500 
105, 130720 , 591500 
106, 151590 , 591500 
107, 172460 , 591500 
The location for the inverter: 104350 , 549000 
