  0, 20870 , 506500 
  1, 41740 , 506500 
  2, 62610 , 506500 
  3, 83480 , 506500 
  4, 104350 , 506500 
  5, 130720 , 506500 
  6, 151590 , 506500 
  7, 172460 , 506500 
  8, 193330 , 506500 
  9, 214200 , 506500 
 10, 235070 , 506500 
 11, 255940 , 506500 
 12, 276810 , 506500 
 13, 297680 , 506500 
 14, 318550 , 506500 
 15, 344920 , 506500 
 16, 20870 , 515000 
 17, 41740 , 515000 
 18, 62610 , 515000 
 19, 83480 , 515000 
 20, 104350 , 515000 
 21, 130720 , 515000 
 22, 151590 , 515000 
 23, 172460 , 515000 
 24, 193330 , 515000 
 25, 214200 , 515000 
 26, 235070 , 515000 
 27, 255940 , 515000 
 28, 276810 , 515000 
 29, 297680 , 515000 
 30, 318550 , 515000 
 31, 344920 , 515000 
 32, 20870 , 523500 
 33, 41740 , 523500 
 34, 62610 , 523500 
 35, 83480 , 523500 
 36, 104350 , 523500 
 37, 130720 , 523500 
 38, 151590 , 523500 
 39, 172460 , 523500 
 40, 193330 , 523500 
 41, 214200 , 523500 
 42, 235070 , 523500 
 43, 255940 , 523500 
 44, 276810 , 523500 
 45, 297680 , 523500 
 46, 318550 , 523500 
 47, 344920 , 523500 
 48, 20870 , 532000 
 49, 41740 , 532000 
 50, 62610 , 532000 
 51, 83480 , 532000 
 52, 104350 , 532000 
 53, 130720 , 532000 
 54, 151590 , 532000 
 55, 172460 , 532000 
 56, 193330 , 532000 
 57, 214200 , 532000 
 58, 235070 , 532000 
 59, 255940 , 532000 
 60, 276810 , 532000 
 61, 297680 , 532000 
 62, 318550 , 532000 
 63, 344920 , 532000 
 64, 20870 , 540500 
 65, 41740 , 540500 
 66, 62610 , 540500 
 67, 83480 , 540500 
 68, 104350 , 540500 
 69, 130720 , 540500 
 70, 151590 , 540500 
 71, 20870 , 549000 
 72, 41740 , 549000 
 73, 62610 , 549000 
 74, 83480 , 549000 
 75, 104350 , 549000 
 76, 130720 , 549000 
 77, 151590 , 549000 
 78, 172460 , 549000 
 79, 20870 , 557500 
 80, 41740 , 557500 
 81, 62610 , 557500 
 82, 83480 , 557500 
 83, 104350 , 557500 
 84, 130720 , 557500 
 85, 151590 , 557500 
 86, 172460 , 557500 
 87, 20870 , 566000 
 88, 41740 , 566000 
 89, 62610 , 566000 
 90, 83480 , 566000 
 91, 104350 , 566000 
 92, 130720 , 566000 
 93, 20870 , 574500 
 94, 41740 , 574500 
 95, 62610 , 574500 
 96, 83480 , 574500 
 97, 104350 , 574500 
 98, 20870 , 583000 
 99, 41740 , 583000 
100, 62610 , 583000 
101, 83480 , 583000 
102, 104350 , 583000 
103, 20870 , 591500 
104, 41740 , 591500 
105, 62610 , 591500 
106, 83480 , 591500 
107, 104350 , 591500 
The location for the inverter: 172460 , 540500 
